Dates,ABBV,NASDAQ,SPX,DJI,10Y Yield,ABBVP,NASDAQP,SPXP,DJIP
16/12/2022,-0.015826115,-0.027189761,-0.020838573,-0.016597348,3.48,386.3,260.29,172.53,150.63
23/12/2022,0.01632737,-0.019373283,-0.001981433,0.008618282,3.75,394.24,253.31,171.99,152.79
30/12/2022,-0.009125121,-0.003000198,-0.001360344,-0.001701017,3.88,389.73,252.25,171.62,152.36
6/1/2023,0.030567864,0.009822569,0.014468743,0.014582343,3.55,404.7,255.71,175.55,156.04
13/1/2023,-0.077768972,0.048241545,0.026710216,0.019957819,3.49,365.45,272.87,182.91,161.15
20/1/2023,-0.026103771,0.005524714,-0.006645223,-0.026995979,3.48,353.3,274.93,181.03,154.1
27/1/2023,-0.022126627,0.043208066,0.024659289,0.0180244,3.52,343.27,291.13,187.96,158.68
3/2/2023,-0.007376994,0.033134763,0.016182803,-0.001507654,3.53,340,304.09,192.62,158.29
10/2/2023,0.047181818,-0.024054047,-0.011106555,-0.001703512,3.74,360.76,294.37,189.37,157.85
17/2/2023,-0.004861533,0.005908157,-0.002764627,-0.001241032,3.82,358.52,296.7,188.57,157.53
24/2/2023,0.009247143,-0.033274515,-0.026752608,-0.029860599,3.95,362.76,283.5,180.85,149.84
3/3/2023,0.021933616,0.025788787,0.019049315,0.017491194,3.97,372.91,293.39,186.2,154.21
10/3/2023,-0.040684274,-0.047052543,-0.045492662,-0.044333425,3.7,353.67,274.88,173.18,142.94
17/3/2023,0.030109992,0.044120785,0.014239695,-0.00152301,3.39,367.33,291.42,177.07,142.57
24/3/2023,0.024650675,0.016631751,0.013895405,0.011790411,3.38,378.85,297.93,180.92,145.43
31/3/2023,0.008541297,0.033674264,0.034814182,0.032147659,3.48,382.94,311.33,190.7,153.32
7/4/2023,0.013687,-0.010964432,-0.001031992,0.006355598,3.39,389.55,306.82,190.4,154.93
14/4/2023,0.000245123,0.002925127,0.007954545,0.012003295,3.52,389.67,308.01,192.71,157.99
21/4/2023,0.005064635,-0.004191074,-0.000990742,-0.00228691,3.57,392.15,306.3,192.42,157.4
28/4/2023,-0.069511328,0.012773812,0.008686136,0.008547009,3.44,357.94,311.49,194.96,159.6
5/5/2023,-0.020439359,0.000704756,-0.007967182,-0.012442219,3.44,348.58,311.78,192.61,156.37
12/5/2023,-0.005952116,0.004031279,-0.002939066,-0.011077739,3.46,345.91,313.44,191.75,153.53
19/5/2023,-0.013859299,0.030379257,0.016452442,0.003747091,3.7,339.73,326,196.55,154.48
26/5/2023,-0.052031929,0.025117371,0.003203507,-0.009941842,3.8,316.85,336.7,197.5,151.95
2/6/2023,-0.005013794,0.020425922,0.018285714,0.020202421,3.69,314.76,345.62,202.94,157.04
9/6/2023,0.009571801,0.00139132,0.003862151,0.003384687,3.75,318.73,346.24,204.11,157.91
16/6/2023,0.003319562,0.032448906,0.025780145,0.012484975,3.77,320.12,360.72,211.95,161.13
23/6/2023,-0.019613444,-0.014390519,-0.013912486,-0.016658369,3.74,311.88,354.09,207.61,156.78
30/6/2023,-0.008764689,0.021889934,0.023471279,0.020133967,3.81,308.27,364.03,214.83,161.95
7/7/2023,0.005731501,-0.009223542,-0.011561795,-0.019545715,4.06,310.61,359.75,211.19,156.83
14/7/2023,0.003750518,0.033170201,0.024197436,0.022972394,3.83,312.15,375,218.72,162.73
21/7/2023,0.056848235,-0.005747368,0.006871235,0.020819853,3.84,335.58,372.27,220.91,168.2
28/7/2023,0.049451306,0.020242658,0.01012745,0.006562267,3.96,357.12,381.83,224.16,169.96
4/8/2023,-0.020672909,-0.029657763,-0.022735686,-0.011112757,4.05,347.67,367.54,216.79,166.96
11/8/2023,0.030111466,-0.017795269,-0.003125099,0.006180701,4.16,361.15,359.22,215.8,168.61
18/8/2023,-0.013401279,-0.025957058,-0.021152628,-0.022151074,4.26,354.97,347.3,209.12,162.66
25/8/2023,-0.022968547,0.022557568,0.008249224,-0.004454428,4.25,344.52,357.39,211.67,161.49
1/9/2023,0.010280752,0.032466823,0.024994385,0.01430265,4.18,349.09,372.24,219.46,165.23
8/9/2023,0.005544546,-0.019269863,-0.012928066,-0.007502922,4.26,351.58,363.14,215.33,163.24
15/9/2023,0.020793658,-0.003864922,-0.00158564,0.001215621,4.33,360.97,361.35,214.83,163.56
22/9/2023,0.004078357,-0.03621979,-0.029285646,-0.01893307,4.44,362.85,344.64,205.61,158.57
29/9/2023,-0.024089878,0.000584743,-0.007395046,-0.013419964,4.59,351.7,344.9,203.35,155.1
6/10/2023,-0.005512508,0.016026073,0.004746992,-0.002979224,4.78,349.21,352.03,204.79,154.34
13/10/2023,-0.001892211,-0.001791916,0.004494898,0.00786349,4.63,348.36,351.22,206.16,156.34
20/10/2023,-0.011687037,-0.031581047,-0.02394173,-0.016111415,4.93,343.12,336.97,198.83,152.21
27/10/2023,-0.049918758,-0.026248942,-0.025298665,-0.021450379,4.84,321,325.5,191.27,146.8
3/11/2023,0.017933492,0.066063455,0.058536753,0.050729335,4.57,328.55,353.61,208.32,159.32
10/11/2023,-0.020021001,0.023720817,0.013070835,0.006517045,4.61,319.97,364.37,212.35,161.01
17/11/2023,-0.002095388,0.023731077,0.022346726,0.019347918,4.44,319.09,375.39,219.33,166.06
24/11/2023,0.002672457,0.008876922,0.010052297,0.012666316,4.47,320.21,379.61,222.54,169.43
1/12/2023,0.034197187,0.0038156,0.007750977,0.024199235,4.22,334.58,381.44,225.04,175.95
8/12/2023,0.040913065,0.00691675,0.00209205,3.62E-05,4.23,352.36,384.77,225.72,175.96
15/12/2023,0.031899372,0.02844648,0.024960088,0.029170894,3.91,366.79,398.56,233.85,184.01
22/12/2023,0.005848454,0.012094833,0.007488393,0.002183022,3.9,369.52,404.59,236.35,184.63
29/12/2023,0.000191685,0.00122872,0.003210941,0.008115799,3.88,369.61,405.21,237.43,186.94
5/1/2024,0.046251145,-0.032461749,-0.015232789,-0.005924584,4.05,391.33,388.81,232.29,185.24
12/1/2024,0.001607881,0.030891348,0.018447741,0.003365587,3.96,392.12,403.91,238.42,186.2
19/1/2024,0.014589937,0.022583398,0.011701436,0.007232704,4.15,399.3,415.29,242.38,188.27
26/1/2024,-0.00224314,0.009431582,0.010573047,0.006486974,4.15,398.18,420.15,246,190.14
2/2/2024,0.025974547,0.011227531,0.013815029,0.01430344,4.03,411.12,425.99,250.78,194.29
9/2/2024,0.032086398,0.023156334,0.013712298,0.000441741,4.17,427.52,438.17,255.59,194.42
16/2/2024,0.019582196,-0.013452998,-0.004162097,-0.001154813,4.3,437.85,430.93,254.11,194.08
23/2/2024,0.003383843,0.014013147,0.01660501,0.013057671,4.26,439.67,438.37,259.99,197.92
1/3/2024,0.004595401,0.017385813,0.009500264,-0.001141246,4.19,442.15,447.73,263.41,197.58
8/3/2024,-0.000332011,-0.011666332,-0.002614127,-0.009308421,4.09,441.97,441.34,262.46,194.81
15/3/2024,-0.005424655,-0.006945727,-0.001269106,-0.000237441,4.31,439.03,437.58,262,194.74
22/3/2024,0.003209469,0.028516686,0.022872928,0.019678361,4.22,440.76,452.91,270.28,200.54
29/3/2024,0.020452696,-0.003002297,0.003861942,0.008384907,4.2,451.82,451.25,271.71,203.06
5/4/2024,-0.066452829,-0.008,-0.009523553,-0.022668778,4.39,415.15,446.84,268.17,196.19
12/4/2024,-0.045404251,-0.004516861,-0.015563463,-0.023667241,4.5,391.76,444.37,262.44,189.18
19/4/2024,0.025439239,-0.055201426,-0.030487805,6.92E-05,4.62,404.27,414.32,251.39,189.2
26/4/2024,-0.040791639,0.042249961,0.026722445,0.006673582,4.67,383.7,436.05,260.78,191.13
3/5/2024,0.026111226,0.014345677,0.005460391,0.01140384,4.5,396.33,443.74,262.75,194.45
10/5/2024,-0.018556203,0.0114209,0.018497588,0.021633554,4.5,387.12,449.95,269.46,200.82
17/5/2024,0.035268517,0.021129194,0.015454988,0.012432684,4.42,404.3,461.57,275.17,204.56
24/5/2024,-0.056236367,0.014067703,0.000266546,-0.023345154,4.46,375.94,469.47,275.27,197.45
31/5/2024,0.026621003,-0.010975117,-0.005142964,-0.009816776,4.51,388.61,463.22,273.34,194.53
7/6/2024,0.050715294,0.023774014,0.013178336,0.002919906,4.43,413.39,476.61,278.26,195.39
14/6/2024,-0.004889071,0.032448275,0.015809232,-0.005416568,4.2,410.88,495.32,284.24,193.79
21/6/2024,0.010667867,1.68E-05,0.006089944,0.014534191,4.25,416.33,495.33,286.58,198.06
28/6/2024,0.006643038,0.002452421,-0.000750168,-0.000805207,4.36,419.76,496.79,286.29,197.82
5/7/2024,-0.024896106,0.034970425,0.019544901,0.006581156,4.28,406.82,517.66,293.84,199.78
12/7/2024,0.01811294,0.002493281,0.008632947,0.015878311,4.18,416,519.2,297.24,204.54
19/7/2024,0.011976744,-0.036498708,-0.019635485,0.007158337,4.25,422.18,496.6,289.44,206.72
26/7/2024,0.074514535,-0.020817968,-0.008345316,0.007498696,4.2,461.09,484.18,286.19,209.02
2/8/2024,0.022313711,-0.033517067,-0.020611616,-0.021001877,3.8,473.61,464.6,278.23,202.53
9/8/2024,0.003382089,-0.001842012,-0.000449462,-0.006048987,3.94,475.55,463.56,278.06,200.7
16/8/2024,0.020901746,0.052931365,0.03930593,0.029431327,3.89,487.58,493.39,292.92,209.55
23/8/2024,0.018822969,0.013970576,0.014481319,0.012695849,3.81,498.64,501.68,298.61,213.48
30/8/2024,-0.006280903,-0.009190932,0.002433456,0.009410489,3.91,494.88,496.15,299.58,216.43
6/9/2024,-0.01482652,-0.057737147,-0.042494619,-0.029295579,3.72,486.06,461.73,282.6,207.16
13/9/2024,0.004197522,0.059494775,0.040250915,0.025979945,3.66,488.52,495.15,298,215.14
20/9/2024,-0.00382315,0.014954213,0.013592965,0.016183284,3.73,486.27,504.05,303.41,220.24
27/9/2024,0.006822795,0.009535634,0.006246746,0.00593305,3.75,490.27,509.81,305.93,222.14
4/10/2024,-0.002558151,0.00101671,0.002241766,0.000931272,3.98,488.76,510.43,306.84,222.44
11/10/2024,-0.00052653,0.011303507,0.011134598,0.01206426,4.08,488.45,517.33,311.37,226.33
18/10/2024,-0.027444983,0.008002203,0.008532465,0.009622162,4.08,472.3,522.27,314.88,229.47
25/10/2024,-0.005346846,0.001558809,-0.009641342,-0.026830971,4.25,469.24,523.24,310.88,220.63
1/11/2024,0.083585131,-0.015050382,-0.013653621,-0.001497053,4.37,516.82,513.86,305.27,220.15
8/11/2024,-0.019892351,0.057407226,0.046561552,0.046072154,4.3,504.55,549.1,324.14,234.9
15/11/2024,-0.172988173,-0.031458943,-0.020842175,-0.012361899,4.43,399.97,528.68,315.3,230.76
22/11/2024,0.072484349,0.017322008,0.016831206,0.019591244,4.41,436.21,539.57,322.29,237.24
29/11/2024,0.03379273,0.011288835,0.010561463,0.013877357,4.18,454.33,546.79,326.75,241.92
6/12/2024,-0.036837263,0.033380232,0.009584066,-0.005995555,4.15,433.91,568.38,330.84,239.87
13/12/2024,-0.016013935,0.003366348,-0.006429301,-0.018242269,4.4,425.36,570.63,328.07,233.67
20/12/2024,0.01275316,-0.01775942,-0.019879926,-0.022537237,4.52,432.06,558.72,319.56,226.15
27/12/2024,0.013833026,0.00762084,0.006745162,0.003556646,4.62,439.42,563.74,322.39,227.31
3/1/2025,0.018037893,-0.005077289,-0.004758635,-0.006049311,4.6,449.15,560.37,320.38,225.33
10/1/2025,-0.033378858,-0.023456547,-0.019411009,-0.018565764,4.77,430.82,544.88,312.22,219.29
17/1/2025,-0.020609623,0.024454162,0.029110669,0.036925679,4.61,419.88,560.65,324.22,231.08

